acc_mean_g,acc_std_g,acc_peak_g,acc_min_g,jerk_peak,jerk_mean,gyro_peak_dps,gyro_std_dps,ax_std,ay_std,az_std,gx_std,gy_std,gz_std,label,trigger
1.514,0.4,2.22,0.875,25.59,12.77,162.2,49.9,0.388,0.002,1.238,0.0,115.3,0.0,shake_leg,0
1.181,0.693,5.524,0.373,131.17,7.19,1277.2,150.0,0.467,0.002,0.794,0.0,157.6,0.0,stomp,0
2.574,3.178,16.109,0.966,373.62,29.98,1575.7,273.0,1.542,0.002,3.472,0.0,297.6,0.0,soft_kick,0
1.603,0.453,2.397,0.909,27.29,14.79,172.7,53.0,0.434,0.002,1.359,0.0,123.1,0.0,shake_leg,0
1.349,1.526,8.412,0.038,237.28,19.47,357.0,73.2,0.592,0.002,1.709,0.0,84.9,0.0,jumping,0
2.557,0.552,3.327,0.889,47.36,9.99,410.8,127.0,0.863,0.002,1.802,0.0,284.9,0.0,walking,0
0.996,0.002,1.0,0.991,0.35,0.11,2.3,0.6,0.002,0.002,0.004,0.0,1.5,0.0,standing,0
8.343,6.656,22.627,0.99,485.15,107.45,2000.0,596.9,5.576,0.002,7.517,0.0,793.8,0.0,repeated_kick,1
3.215,0.615,3.938,1.266,56.53,13.7,463.2,141.5,1.144,0.002,2.261,0.0,334.2,0.0,walking,0
3.453,5.14,22.627,0.995,557.05,35.04,2000.0,412.3,3.751,0.002,4.298,0.0,445.1,0.0,hard_kick,0
10.609,6.225,22.627,0.995,586.1,142.06,2000.0,588.3,5.854,0.002,8.644,0.0,894.2,0.0,repeated_kick,1
1.002,0.002,1.008,0.997,0.3,0.11,2.7,0.7,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
3.149,0.618,3.86,1.019,66.92,13.73,457.0,139.4,1.135,0.002,2.235,0.0,320.9,0.0,walking,0
10.6,6.107,22.627,1.063,573.23,136.26,2000.0,578.4,5.765,0.002,8.487,0.0,875.9,0.0,repeated_kick,1
2.693,0.518,3.415,0.833,55.7,10.37,416.0,127.1,0.919,0.002,1.82,0.0,296.2,0.0,walking,0
1.374,1.669,9.582,0.015,262.21,20.15,353.7,73.0,0.69,0.002,1.81,0.0,85.0,0.0,jumping,0
10.627,6.239,22.627,1.005,610.75,151.95,2000.0,569.3,5.677,0.002,8.748,0.0,844.6,0.0,repeated_kick,1
2.572,3.166,16.098,0.977,398.06,29.84,1620.1,282.4,1.548,0.002,3.452,0.0,307.0,0.0,soft_kick,0
11.826,3.569,16.053,3.465,273.35,100.91,1307.1,398.6,5.199,0.002,7.379,0.0,930.4,0.0,running,0
0.983,0.003,0.99,0.976,0.39,0.12,2.5,0.4,0.002,0.002,0.007,0.0,1.4,0.0,sitting,0
2.589,3.192,16.123,0.965,347.07,30.49,1514.1,261.8,1.535,0.002,3.498,0.0,285.6,0.0,soft_kick,0
0.986,0.002,0.991,0.982,0.38,0.09,0.7,0.1,0.002,0.002,0.004,0.0,0.2,0.0,standing,0
1.487,0.373,2.144,0.939,20.03,10.82,157.3,48.4,0.367,0.002,1.17,0.0,111.9,0.0,shake_leg,0
10.593,6.096,22.627,1.156,564.64,137.25,2000.0,585.7,5.782,0.002,8.498,0.0,887.6,0.0,repeated_kick,1
2.487,3.188,16.05,0.401,488.92,29.59,1588.1,292.2,1.562,0.002,3.429,0.0,315.7,0.0,soft_kick,0
1.354,1.58,8.462,0.018,228.27,19.76,357.7,73.3,0.661,0.002,1.726,0.0,84.9,0.0,jumping,0
8.435,6.695,22.627,0.973,613.44,118.1,2000.0,568.4,5.465,0.002,7.722,0.0,735.6,0.0,repeated_kick,1
10.681,6.158,22.627,0.993,614.07,148.43,2000.0,585.2,5.737,0.002,8.735,0.0,862.7,0.0,repeated_kick,1
1.0,0.002,1.005,0.996,0.4,0.14,1.2,0.2,0.002,0.002,0.002,0.0,0.3,0.0,standing,0
11.29,3.506,16.039,3.288,262.0,98.37,1278.7,391.5,5.287,0.002,7.21,0.0,898.0,0.0,running,0
12.732,3.632,16.395,3.921,270.61,98.17,1385.1,421.6,5.541,0.002,7.987,0.0,970.6,0.0,running,0
2.824,0.591,3.63,1.011,58.67,12.29,437.0,132.4,0.938,0.002,2.023,0.0,308.7,0.0,walking,0
1.475,0.366,2.122,0.931,19.7,10.48,155.8,47.7,0.363,0.002,1.161,0.0,110.1,0.0,shake_leg,0
11.432,3.613,16.046,3.364,265.37,99.75,1291.6,398.9,5.088,0.002,7.465,0.0,902.5,0.0,running,0
1.009,0.002,1.014,1.004,0.46,0.12,1.9,0.1,0.002,0.002,0.006,0.0,0.4,0.0,standing,0
1.189,0.667,4.953,0.404,99.21,6.98,470.7,81.2,0.472,0.002,0.774,0.0,89.6,0.0,stomp,0
13.474,3.888,18.03,2.585,324.14,100.07,1482.2,454.7,5.68,0.002,8.638,0.0,1044.6,0.0,running,0
2.604,3.207,15.565,1.015,549.0,29.87,1203.9,231.3,1.549,0.002,3.494,0.0,253.7,0.0,soft_kick,0
1.005,0.002,1.01,0.999,0.49,0.12,1.1,0.1,0.002,0.002,0.002,0.0,0.4,0.0,standing,0
1.366,1.612,9.579,0.024,242.68,21.18,361.3,72.7,0.649,0.002,1.771,0.0,85.1,0.0,jumping,0
1.493,0.398,2.198,0.914,20.69,11.5,159.8,47.6,0.378,0.002,1.202,0.0,113.4,0.0,shake_leg,0
10.724,6.133,22.627,1.075,612.98,151.07,2000.0,576.2,5.704,0.002,8.747,0.0,847.0,0.0,repeated_kick,1
1.362,1.608,8.929,0.013,243.84,20.02,351.7,73.3,0.671,0.002,1.751,0.0,85.0,0.0,jumping,0
1.189,0.7,5.291,0.362,116.25,7.72,908.1,108.2,0.472,0.002,0.814,0.0,115.2,0.0,stomp,0
3.458,5.189,22.627,0.987,492.73,38.12,2000.0,417.9,3.723,0.002,4.408,0.0,452.2,0.0,hard_kick,0
2.144,0.739,3.311,0.876,57.46,32.34,217.8,66.8,0.64,0.002,1.994,0.0,153.5,0.0,shake_leg,0
1.39,1.66,9.79,0.03,254.94,20.9,359.9,72.9,0.68,0.002,1.808,0.0,85.3,0.0,jumping,0
8.413,6.699,22.627,0.984,609.22,115.17,2000.0,579.3,5.517,0.002,7.67,0.0,762.4,0.0,repeated_kick,1
1.201,0.674,4.89,0.418,101.4,7.01,410.4,82.1,0.473,0.002,0.788,0.0,90.8,0.0,stomp,0
2.797,0.518,3.525,1.219,54.07,11.19,425.6,130.8,0.996,0.002,1.861,0.0,299.0,0.0,walking,0
13.443,3.785,18.006,4.455,321.72,106.45,1480.2,454.4,5.663,0.002,8.61,0.0,1043.0,0.0,running,0
2.165,0.764,3.384,0.843,61.45,34.84,221.8,67.3,0.66,0.002,2.049,0.0,156.4,0.0,shake_leg,0
12.977,3.732,17.181,4.939,299.68,101.98,1439.3,445.0,5.539,0.002,8.55,0.0,1022.3,0.0,running,0
2.485,0.525,3.263,0.876,21.2,8.9,401.2,122.9,0.835,0.002,1.627,0.0,282.3,0.0,walking,0
1.01,0.002,1.016,1.004,0.39,0.11,2.0,0.5,0.002,0.002,0.008,0.0,1.3,0.0,sitting,0
1.034,0.002,1.04,1.03,0.4,0.11,1.8,0.4,0.002,0.002,0.003,0.0,0.9,0.0,standing,0
1.333,0.312,1.92,0.913,14.26,7.45,141.4,44.5,0.311,0.002,0.997,0.0,100.5,0.0,shake_leg,0
13.501,3.798,17.941,3.935,318.53,99.73,1476.2,451.6,5.671,0.002,8.632,0.0,1043.4,0.0,running,0
1.001,0.002,1.006,0.996,0.37,0.12,1.4,0.3,0.002,0.002,0.006,0.0,0.5,0.0,standing,0
1.206,0.69,5.116,0.381,109.64,7.46,727.6,95.7,0.473,0.002,0.806,0.0,103.6,0.0,stomp,0
1.19,0.673,5.405,0.395,113.16,6.83,1180.6,146.4,0.465,0.002,0.766,0.0,154.5,0.0,stomp,0
2.459,0.548,3.265,0.736,38.47,8.84,400.5,124.1,0.84,0.002,1.657,0.0,275.6,0.0,walking,0
2.564,0.487,3.31,1.271,35.51,9.45,408.6,122.3,0.859,0.002,1.711,0.0,293.3,0.0,walking,0
1.221,0.693,5.254,0.396,114.25,7.59,870.0,105.1,0.472,0.002,0.813,0.0,112.4,0.0,stomp,0
12.976,3.909,17.343,2.994,304.08,95.96,1448.8,451.1,5.52,0.002,8.333,0.0,1018.1,0.0,running,0
2.21,0.769,3.366,0.871,60.45,34.8,221.3,67.8,0.664,0.002,2.065,0.0,156.9,0.0,shake_leg,0
0.982,0.002,0.988,0.977,0.33,0.11,2.5,0.5,0.002,0.002,0.003,0.0,0.6,0.0,standing,0
1.388,1.646,9.797,0.019,256.11,20.76,359.4,72.7,0.649,0.002,1.807,0.0,85.1,0.0,jumping,0
1.443,0.349,2.06,0.915,21.07,10.08,152.7,47.2,0.353,0.002,1.133,0.0,107.8,0.0,shake_leg,0
2.653,3.258,16.199,0.994,430.37,33.24,1204.7,227.6,1.517,0.002,3.597,0.0,247.8,0.0,soft_kick,0
1.374,1.506,8.79,0.007,228.65,20.0,361.0,73.5,0.576,0.002,1.697,0.0,85.6,0.0,jumping,0
2.573,3.156,16.083,1.01,431.63,29.38,1651.1,292.1,1.556,0.002,3.429,0.0,316.9,0.0,soft_kick,0
1.805,0.552,2.72,0.865,37.72,21.01,188.8,58.1,0.513,0.002,1.595,0.0,132.0,0.0,shake_leg,0
1.004,0.002,1.008,0.999,0.34,0.12,2.4,0.7,0.002,0.002,0.006,0.0,1.0,0.0,sitting,0
3.47,5.136,22.627,1.011,562.36,35.39,2000.0,408.8,3.747,0.002,4.301,0.0,441.1,0.0,hard_kick,0
11.556,3.477,16.113,4.216,236.27,96.53,1287.4,393.1,5.097,0.002,7.272,0.0,921.1,0.0,running,0
3.482,5.2,22.627,0.981,592.85,41.32,2000.0,373.9,3.622,0.002,4.526,0.0,402.1,0.0,hard_kick,0
1.506,0.403,2.219,0.909,22.41,11.93,161.8,50.3,0.385,0.002,1.227,0.0,112.7,0.0,shake_leg,0
1.179,0.7,5.534,0.361,133.43,7.4,1251.4,143.8,0.468,0.002,0.805,0.0,151.2,0.0,stomp,0
1.012,0.002,1.019,1.007,0.38,0.11,1.6,0.3,0.002,0.002,0.005,0.0,0.8,0.0,sitting,0
3.51,5.251,22.627,1.003,612.9,41.53,2000.0,383.3,3.648,0.002,4.576,0.0,410.3,0.0,hard_kick,0
3.483,5.245,22.627,0.988,596.49,41.14,2000.0,396.0,3.683,0.002,4.531,0.0,427.3,0.0,hard_kick,0
1.015,0.002,1.022,1.01,0.37,0.11,2.1,0.4,0.002,0.002,0.007,0.0,1.1,0.0,sitting,0
12.07,3.611,16.112,3.638,272.06,98.91,1329.2,411.5,5.201,0.002,7.748,0.0,943.3,0.0,running,0
8.415,6.647,22.627,0.995,607.05,115.19,2000.0,555.8,5.494,0.002,7.584,0.0,734.4,0.0,repeated_kick,1
1.208,0.654,5.092,0.418,100.09,6.85,639.0,96.9,0.47,0.002,0.754,0.0,105.2,0.0,stomp,0
2.6,3.176,16.116,0.992,365.53,29.97,1558.6,269.7,1.54,0.002,3.479,0.0,294.0,0.0,soft_kick,0
1.634,0.469,2.418,0.881,30.12,15.88,174.7,53.3,0.437,0.002,1.389,0.0,124.2,0.0,shake_leg,0
0.983,0.002,0.989,0.977,0.38,0.12,2.1,0.5,0.002,0.002,0.006,0.0,1.0,0.0,sitting,0
11.848,3.617,16.071,3.522,269.52,100.3,1316.8,409.2,5.144,0.002,7.691,0.0,933.3,0.0,running,0
3.489,5.248,22.627,0.994,603.21,41.24,2000.0,394.4,3.679,0.002,4.539,0.0,425.2,0.0,hard_kick,0
1.184,0.691,5.519,0.379,130.34,7.17,1278.8,150.9,0.466,0.002,0.792,0.0,158.1,0.0,stomp,0
13.013,3.76,17.393,4.192,306.54,103.99,1451.3,444.4,5.418,0.002,8.543,0.0,1017.1,0.0,running,0
13.028,3.839,17.164,4.387,295.53,102.93,1437.6,442.0,5.43,0.002,8.2,0.0,1023.5,0.0,running,0
1.607,0.464,2.428,0.886,28.47,15.25,173.8,53.1,0.442,0.002,1.375,0.0,122.2,0.0,shake_leg,0
13.37,3.694,17.507,4.341,306.6,98.12,1454.1,447.4,5.632,0.002,8.484,0.0,1035.6,0.0,running,0
2.015,0.675,3.093,0.87,49.93,27.94,208.0,63.6,0.596,0.002,1.86,0.0,146.1,0.0,shake_leg,0
1.793,0.532,2.68,0.894,36.04,20.39,187.1,57.8,0.502,0.002,1.575,0.0,133.2,0.0,shake_leg,0
0.979,0.002,0.984,0.975,0.3,0.09,2.7,0.4,0.002,0.002,0.005,0.0,1.1,0.0,standing,0
2.54,3.168,16.064,0.624,467.08,29.4,1631.1,294.8,1.561,0.002,3.423,0.0,318.9,0.0,soft_kick,0
1.699,0.489,2.568,0.9,32.51,17.78,180.9,56.4,0.471,0.002,1.466,0.0,127.1,0.0,shake_leg,0
1.376,1.694,9.974,0.022,266.99,20.84,357.6,73.2,0.682,0.002,1.843,0.0,85.5,0.0,jumping,0
13.382,3.713,17.53,4.313,308.58,98.11,1455.7,450.1,5.648,0.002,8.534,0.0,1036.1,0.0,running,0
1.198,0.698,5.271,0.373,115.4,7.68,895.4,107.3,0.473,0.002,0.814,0.0,114.3,0.0,stomp,0
2.843,0.572,3.583,1.001,56.0,11.53,434.4,134.4,0.998,0.002,1.943,0.0,302.9,0.0,walking,0
2.987,0.584,3.755,1.63,40.07,12.66,448.7,139.0,0.978,0.002,2.141,0.0,323.5,0.0,walking,0
10.702,6.105,22.627,1.232,608.3,145.18,2000.0,587.9,5.747,0.002,8.709,0.0,859.8,0.0,repeated_kick,1
1.549,0.407,2.255,0.897,23.75,13.25,164.8,50.6,0.397,0.002,1.27,0.0,117.0,0.0,shake_leg,0
1.19,0.654,5.124,0.411,101.7,6.83,748.4,106.2,0.47,0.002,0.75,0.0,114.7,0.0,stomp,0
13.584,4.271,18.623,1.614,351.34,100.06,1526.5,467.5,5.703,0.002,8.87,0.0,1073.8,0.0,running,0
0.973,0.002,0.978,0.968,0.36,0.12,1.1,0.2,0.002,0.002,0.005,0.0,0.6,0.0,standing,0
3.508,5.207,22.627,1.011,600.42,41.32,2000.0,375.7,3.624,0.002,4.541,0.0,403.0,0.0,hard_kick,0
3.431,5.177,22.627,0.967,468.75,36.07,2000.0,423.4,3.747,0.002,4.36,0.0,458.5,0.0,hard_kick,0
1.764,0.566,2.719,0.887,36.48,19.71,186.7,57.6,0.496,0.002,1.558,0.0,131.0,0.0,shake_leg,0
1.305,0.271,1.804,0.949,11.68,6.18,135.2,41.6,0.281,0.002,0.917,0.0,94.0,0.0,shake_leg,0
3.059,0.625,3.862,1.231,61.98,13.78,454.0,138.3,1.026,0.002,2.234,0.0,319.3,0.0,walking,0
8.483,6.692,22.627,0.994,612.95,124.11,2000.0,551.8,5.384,0.002,7.838,0.0,708.4,0.0,repeated_kick,1
12.675,3.687,16.426,4.036,271.6,97.39,1398.6,425.4,5.425,0.002,8.101,0.0,993.1,0.0,running,0
1.001,0.002,1.009,0.995,0.34,0.09,2.4,0.6,0.002,0.002,0.008,0.0,1.3,0.0,sitting,0
12.821,3.848,16.68,4.033,285.96,96.44,1415.1,431.1,5.409,0.002,8.137,0.0,1004.0,0.0,running,0
0.993,0.002,0.998,0.986,0.39,0.12,2.0,0.3,0.002,0.002,0.004,0.0,0.7,0.0,standing,0
3.505,5.198,22.627,1.015,592.57,41.31,2000.0,374.6,3.62,0.002,4.528,0.0,402.3,0.0,hard_kick,0
1.938,0.628,2.935,0.901,43.85,24.61,199.6,61.0,0.553,0.002,1.736,0.0,142.9,0.0,shake_leg,0
2.6,3.216,15.986,1.017,563.24,30.19,1219.7,248.9,1.555,0.002,3.497,0.0,271.4,0.0,soft_kick,0
1.882,0.598,2.847,0.878,41.19,23.03,194.8,59.5,0.532,0.002,1.677,0.0,136.9,0.0,shake_leg,0
1.019,0.002,1.024,1.015,0.41,0.1,3.0,0.8,0.002,0.002,0.008,0.0,1.4,0.0,sitting,0
1.364,1.656,9.447,0.015,258.1,20.13,351.0,72.6,0.689,0.002,1.795,0.0,84.5,0.0,jumping,0
1.181,0.693,5.531,0.355,129.75,7.2,1278.0,151.2,0.466,0.002,0.791,0.0,158.5,0.0,stomp,0
3.112,0.671,3.916,0.821,39.15,13.26,462.0,144.0,1.066,0.002,2.238,0.0,318.6,0.0,walking,0
1.001,0.002,1.006,0.995,0.3,0.1,1.6,0.2,0.002,0.002,0.005,0.0,0.9,0.0,sitting,0
8.422,6.663,22.627,0.998,608.3,117.26,2000.0,567.8,5.471,0.002,7.663,0.0,740.9,0.0,repeated_kick,1
0.983,0.002,0.991,0.979,0.31,0.1,2.5,0.5,0.002,0.002,0.003,0.0,0.6,0.0,standing,0
1.939,0.629,2.945,0.878,44.8,25.08,200.5,61.4,0.558,0.002,1.754,0.0,143.3,0.0,shake_leg,0
0.985,0.002,0.992,0.978,0.42,0.1,1.8,0.1,0.002,0.002,0.003,0.0,0.4,0.0,standing,0
1.788,0.55,2.719,0.903,36.57,20.34,187.7,57.5,0.503,0.002,1.58,0.0,133.7,0.0,shake_leg,0
10.669,6.175,22.627,1.103,613.54,148.21,2000.0,576.6,5.731,0.002,8.714,0.0,855.9,0.0,repeated_kick,1
1.018,0.002,1.023,1.012,0.4,0.11,2.4,0.4,0.002,0.002,0.006,0.0,1.2,0.0,standing,0
1.007,0.002,1.012,1.002,0.35,0.11,2.6,0.6,0.002,0.002,0.004,0.0,1.6,0.0,standing,0
1.391,1.564,9.398,0.008,256.6,19.29,350.0,73.4,0.574,0.002,1.762,0.0,85.2,0.0,jumping,0
2.549,3.195,16.039,0.983,528.28,29.79,1411.1,276.1,1.562,0.002,3.455,0.0,299.3,0.0,soft_kick,0
1.01,0.002,1.02,1.006,0.5,0.11,1.4,0.3,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
11.691,3.554,16.05,3.474,248.33,99.92,1302.2,400.8,5.126,0.002,7.309,0.0,918.1,0.0,running,0
3.053,0.641,3.846,1.068,64.94,14.04,455.9,141.4,1.054,0.002,2.238,0.0,315.2,0.0,walking,0
0.996,0.002,1.001,0.99,0.52,0.09,3.2,0.9,0.002,0.002,0.009,0.0,1.4,0.0,sitting,0
8.414,6.678,22.627,0.971,611.64,117.13,2000.0,568.9,5.488,0.002,7.665,0.0,744.9,0.0,repeated_kick,1
13.241,3.943,17.732,1.594,314.48,99.78,1466.2,446.4,5.633,0.002,8.391,0.0,1037.6,0.0,running,0
3.451,5.161,22.627,0.995,531.61,33.69,2000.0,425.9,3.77,0.002,4.314,0.0,460.1,0.0,hard_kick,0
10.577,6.24,22.627,1.005,571.29,148.22,2000.0,571.5,5.77,0.002,8.632,0.0,879.5,0.0,repeated_kick,1
8.384,6.654,22.627,0.986,601.78,110.94,2000.0,579.0,5.528,0.002,7.563,0.0,761.4,0.0,repeated_kick,1
3.417,0.701,4.286,1.456,63.54,16.22,487.2,149.9,1.18,0.002,2.499,0.0,342.0,0.0,walking,0
1.262,0.245,1.717,0.934,12.95,5.31,130.4,40.0,0.261,0.002,0.859,0.0,92.1,0.0,shake_leg,0
8.395,6.659,22.627,1.004,577.04,113.03,2000.0,582.9,5.523,0.002,7.601,0.0,770.8,0.0,repeated_kick,1
1.005,0.002,1.012,0.999,0.42,0.11,2.9,0.9,0.002,0.002,0.006,0.0,1.2,0.0,sitting,0
3.483,5.196,22.627,0.984,589.87,41.3,2000.0,374.0,3.621,0.002,4.521,0.0,402.1,0.0,hard_kick,0
12.062,3.849,16.286,3.809,262.8,99.55,1371.0,415.1,5.229,0.002,7.893,0.0,965.5,0.0,running,0
2.591,3.207,15.52,0.999,547.57,29.85,1202.8,230.6,1.548,0.002,3.493,0.0,252.8,0.0,soft_kick,0
1.396,1.564,8.982,0.027,244.58,19.3,351.9,73.1,0.611,0.002,1.741,0.0,84.7,0.0,jumping,0
10.499,6.272,22.627,0.988,609.39,142.8,2000.0,576.3,5.74,0.002,8.524,0.0,854.5,0.0,repeated_kick,1
0.993,0.002,0.997,0.989,0.27,0.09,2.3,0.5,0.002,0.002,0.007,0.0,0.7,0.0,standing,0
2.101,0.705,3.206,0.865,54.96,31.19,214.8,66.6,0.634,0.002,1.965,0.0,151.1,0.0,shake_leg,0
1.202,0.7,5.528,0.363,132.57,7.52,1201.2,136.2,0.469,0.002,0.811,0.0,143.6,0.0,stomp,0
2.508,0.456,3.227,1.385,36.46,9.18,398.0,120.8,0.854,0.002,1.602,0.0,282.8,0.0,walking,0
2.543,3.189,16.044,0.807,516.93,29.77,1479.1,282.4,1.562,0.002,3.446,0.0,305.7,0.0,soft_kick,0
0.985,0.002,0.992,0.98,0.35,0.12,1.9,0.2,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
0.969,0.002,0.974,0.962,0.47,0.13,2.9,0.7,0.002,0.002,0.008,0.0,1.3,0.0,sitting,0
1.276,0.265,1.77,0.928,11.08,5.69,132.9,40.5,0.269,0.002,0.88,0.0,94.3,0.0,shake_leg,0
8.402,6.651,22.627,0.968,608.81,113.89,2000.0,566.4,5.482,0.002,7.604,0.0,735.0,0.0,repeated_kick,1
1.187,0.701,5.302,0.365,117.28,7.72,922.1,109.1,0.473,0.002,0.814,0.0,116.2,0.0,stomp,0
1.327,0.277,1.824,0.938,17.07,6.72,136.3,42.1,0.284,0.002,0.932,0.0,95.6,0.0,shake_leg,0
3.516,5.252,22.627,1.018,613.89,41.47,2000.0,389.3,3.666,0.002,4.56,0.0,418.9,0.0,hard_kick,0
13.644,3.85,18.653,4.523,340.83,104.93,1512.2,460.8,5.842,0.002,8.737,0.0,1070.3,0.0,running,0
12.461,3.68,16.198,4.457,281.88,96.62,1349.6,432.2,5.349,0.002,7.84,0.0,954.4,0.0,running,0
0.997,0.002,1.001,0.99,0.38,0.12,1.7,0.4,0.002,0.002,0.006,0.0,1.0,0.0,sitting,0
2.908,0.591,3.633,0.751,61.8,11.8,437.7,136.6,1.004,0.002,2.019,0.0,304.3,0.0,walking,0
3.484,5.254,22.627,0.977,610.98,41.61,2000.0,382.6,3.65,0.002,4.573,0.0,409.3,0.0,hard_kick,0
3.302,0.672,4.119,1.462,51.29,15.08,476.9,143.2,1.122,0.002,2.404,0.0,342.0,0.0,walking,0
1.185,0.702,5.465,0.368,129.68,7.63,1128.2,127.7,0.471,0.002,0.814,0.0,135.0,0.0,stomp,0
1.18,0.699,5.242,0.371,114.09,7.67,871.5,105.4,0.472,0.002,0.813,0.0,112.6,0.0,stomp,0
13.849,3.842,19.054,4.872,356.43,104.7,1540.7,469.9,5.614,0.002,8.882,0.0,1102.0,0.0,running,0
1.023,0.002,1.028,1.019,0.36,0.11,1.3,0.2,0.002,0.002,0.006,0.0,0.3,0.0,standing,0
1.173,0.673,5.386,0.378,110.64,6.89,1150.2,143.8,0.466,0.002,0.763,0.0,152.0,0.0,stomp,0
1.005,0.002,1.009,0.998,0.34,0.12,1.4,0.2,0.002,0.002,0.006,0.0,0.3,0.0,standing,0
11.7,3.579,16.059,3.515,230.92,99.31,1307.0,410.4,5.123,0.002,7.331,0.0,917.4,0.0,running,0
3.412,0.722,4.253,1.516,68.86,15.5,484.5,147.9,1.218,0.002,2.528,0.0,339.3,0.0,walking,0
1.188,0.702,5.449,0.377,128.75,7.63,1108.4,125.5,0.471,0.002,0.814,0.0,132.9,0.0,stomp,0
1.929,0.648,2.971,0.849,45.8,25.39,201.8,61.6,0.558,0.002,1.753,0.0,143.5,0.0,shake_leg,0
0.982,0.002,0.987,0.977,0.35,0.09,1.5,0.1,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
1.385,1.608,9.817,0.017,259.76,20.53,358.6,72.9,0.59,0.002,1.799,0.0,85.4,0.0,jumping,0
0.985,0.002,0.991,0.979,0.4,0.11,2.9,0.7,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
3.453,5.157,22.627,0.988,570.88,36.74,2000.0,394.9,3.75,0.002,4.319,0.0,427.0,0.0,hard_kick,0
1.012,0.002,1.016,1.005,0.37,0.12,2.0,0.4,0.002,0.002,0.006,0.0,1.1,0.0,sitting,0
1.301,0.283,1.833,0.924,12.7,6.6,138.0,42.5,0.291,0.002,0.939,0.0,96.8,0.0,shake_leg,0
1.003,0.002,1.009,0.996,0.47,0.11,2.1,0.4,0.002,0.002,0.008,0.0,1.3,0.0,sitting,0
1.17,0.673,5.385,0.377,110.59,6.89,1158.8,144.7,0.465,0.002,0.763,0.0,152.7,0.0,stomp,0
1.013,0.002,1.019,1.007,0.38,0.12,1.6,0.3,0.002,0.002,0.005,0.0,0.9,0.0,sitting,0
13.317,3.83,17.849,4.337,321.03,107.45,1471.7,455.2,5.544,0.002,8.775,0.0,1043.6,0.0,running,0
3.461,5.181,22.627,0.984,574.56,37.98,2000.0,383.3,3.749,0.002,4.352,0.0,414.4,0.0,hard_kick,0
1.213,0.699,5.409,0.382,124.71,7.67,1038.0,118.8,0.472,0.002,0.815,0.0,125.9,0.0,stomp,0
3.503,5.215,22.627,1.006,601.94,41.36,2000.0,376.8,3.627,0.002,4.545,0.0,403.7,0.0,hard_kick,0
1.023,0.002,1.027,1.017,0.3,0.1,2.5,0.8,0.002,0.002,0.005,0.0,0.9,0.0,sitting,0
2.658,3.239,16.179,1.007,390.88,32.36,1248.7,233.6,1.517,0.002,3.58,0.0,252.2,0.0,soft_kick,0
0.964,0.002,0.969,0.959,0.41,0.11,1.6,0.4,0.002,0.002,0.005,0.0,0.9,0.0,sitting,0
1.374,1.548,8.992,0.012,200.89,20.08,360.7,72.4,0.616,0.002,1.716,0.0,84.9,0.0,jumping,0
3.297,0.69,4.153,1.381,40.37,15.17,477.6,149.6,1.111,0.002,2.383,0.0,338.3,0.0,walking,0
2.576,3.219,15.843,0.985,561.62,30.18,1218.3,245.5,1.554,0.002,3.497,0.0,268.2,0.0,soft_kick,0
8.354,6.626,22.627,0.986,575.7,106.53,2000.0,581.2,5.554,0.002,7.465,0.0,766.8,0.0,repeated_kick,1
3.441,5.147,22.627,0.979,564.7,35.9,2000.0,404.1,3.75,0.002,4.306,0.0,436.1,0.0,hard_kick,0
1.013,0.003,1.02,1.007,0.36,0.11,2.6,0.4,0.002,0.002,0.007,0.0,1.3,0.0,sitting,0
1.003,0.002,1.007,0.998,0.39,0.1,1.6,0.3,0.002,0.002,0.004,0.0,0.4,0.0,standing,0
2.611,3.223,16.15,0.968,349.96,31.16,1378.7,243.5,1.523,0.002,3.548,0.0,264.8,0.0,soft_kick,0
2.257,0.814,3.512,0.855,65.18,36.66,227.5,69.1,0.682,0.002,2.128,0.0,161.9,0.0,shake_leg,0
2.921,0.627,3.724,0.861,61.66,12.99,445.7,138.5,1.017,0.002,2.103,0.0,308.7,0.0,walking,0
2.505,3.181,16.055,0.433,479.84,29.55,1606.4,293.5,1.562,0.002,3.424,0.0,317.2,0.0,soft_kick,0
0.985,0.002,0.991,0.981,0.47,0.1,1.6,0.3,0.002,0.002,0.003,0.0,0.9,0.0,standing,0
11.38,3.532,16.03,4.057,284.96,95.26,1286.2,397.3,5.211,0.002,7.295,0.0,893.4,0.0,running,0
0.988,0.002,0.994,0.983,0.47,0.12,1.5,0.4,0.002,0.002,0.003,0.0,0.9,0.0,standing,0
1.172,0.656,5.053,0.412,100.29,6.89,639.3,96.6,0.47,0.002,0.755,0.0,105.3,0.0,stomp,0
13.671,3.891,18.644,4.561,340.33,105.52,1511.8,466.0,5.781,0.002,8.767,0.0,1081.5,0.0,running,0
1.185,0.704,5.322,0.328,116.55,7.8,913.0,108.6,0.472,0.002,0.814,0.0,115.5,0.0,stomp,0
3.427,5.156,22.627,0.97,538.06,33.81,2000.0,424.6,3.767,0.002,4.302,0.0,458.3,0.0,hard_kick,0
